bvid,bullet_content,bullet_entry,bullet_time,bullet_crawler_time
BV1E14y1v724,太丑了这个外机,14.37900,2022-09-15 18:49:19,2022-09-16 20:41:45
BV1E14y1v724,什么牌子的,2.41900,2022-09-15 18:39:08,2022-09-16 20:41:45
BV1E14y1v724,前面那个，你物理咋学的…,71.42200,2022-09-15 16:02:18,2022-09-16 20:41:45
BV1E14y1v724,空调。,74.34600,2022-09-15 15:37:51,2022-09-16 20:41:45
BV1E14y1v724,空调能制冷,71.03200,2022-09-15 15:19:44,2022-09-16 20:41:45
BV1E14y1v724,空调才是战斗力,63.89000,2022-09-15 15:06:54,2022-09-16 20:41:45
BV1E14y1v724,啊这,46.30400,2022-09-15 14:24:45,2022-09-16 20:41:45
BV1E14y1v724,这不全国顶流空调广告吗,10.77900,2022-09-15 14:23:33,2022-09-16 20:41:45
BV1E14y1v724,什么牌子,9.87500,2022-09-15 14:19:16,2022-09-16 20:41:45
BV1E14y1v724,前面的你以为空调外机是摆着好看的？,74.21700,2022-09-15 14:16:58,2022-09-16 20:41:45
BV1E14y1v724,离谱,27.67800,2022-09-15 13:43:03,2022-09-16 20:41:45
BV1E14y1v724,原来如此,50.57900,2022-09-15 13:16:53,2022-09-16 20:41:45
BV1E14y1v724,说实话有点突兀。这么庄严的地方。有台空调外机...,44.17700,2022-09-15 12:59:32,2022-09-16 20:41:45
BV1E14y1v724,纯纯的胡说八道……这设备是核能还是咋地？你告诉窝多大传动设备几分钟就能烧毁？,71.13900,2022-09-15 12:34:01,2022-09-16 20:41:45
BV1E14y1v724,但是真的很二，设计就没考虑冷却吧,30.37900,2022-09-15 12:22:19,2022-09-16 20:41:45
BV1E14y1v724,40秒，不是几分钟,59.88900,2022-09-15 12:06:06,2022-09-16 20:41:45
BV1E14y1v724,真没想到 我一直以为空调是吃的,70.57100,2022-09-15 11:23:49,2022-09-16 20:41:45
BV1E14y1v724,你直接说升降台下就是广场控制室不就得了，给控制室装的空调,30.01900,2022-09-15 10:15:01,2022-09-16 20:41:45
BV1E14y1v724,省流:为了个升旗台下的系统冷却​,0.00000,2022-09-15 09:49:21,2022-09-16 20:41:45
BV1E14y1v724,啥牌子的,15.29900,2022-09-15 08:55:47,2022-09-16 20:41:45
BV1E14y1v724,制动化,24.50700,2022-09-15 08:34:24,2022-09-16 20:41:45
BV1E14y1v724,问题来了，那拿什么给空调降温呢？,67.04800,2022-09-15 08:16:39,2022-09-16 20:41:45
BV1E14y1v724,给国旗一个舒适的工作环境（保持干燥）,6.51900,2022-09-15 08:10:01,2022-09-16 20:41:45
BV1E14y1v724,哈哈,71.86700,2022-09-15 08:03:14,2022-09-16 20:41:45
BV1E14y1v724,地下控制室太热,13.81900,2022-09-15 07:58:26,2022-09-16 20:41:45
BV1E14y1v724,吹国旗,7.44300,2022-09-15 04:51:51,2022-09-16 20:41:45
BV1E14y1v724,这玩意儿不能算空调，只能算个冷排吧,66.43500,2022-09-15 04:25:13,2022-09-16 20:41:45
BV1E14y1v724,哇,33.33900,2022-09-14 22:03:16,2022-09-16 20:41:45
BV1E14y1v724,省流:为了个升旗台下的系统冷却,21.25900,2022-09-14 21:49:17,2022-09-16 20:41:45
BV1HB4y1375U,这种建议带砍刀去，不然被劈的就是你（doge）,40.01900,2022-09-16 20:13:58,2022-09-16 20:41:47
BV1HB4y1375U,认真(),9.74800,2022-09-16 16:06:43,2022-09-16 20:41:47
BV1HB4y1375U,掉头发是真的吗,73.53900,2022-09-16 13:57:21,2022-09-16 20:41:47
BV1HB4y1375U,大雁蛋巨难吃，我姨家有养，比鸡蛋腥太多了,119.21900,2022-09-15 21:05:10,2022-09-16 20:41:47
BV1HB4y1375U,都是科技和狠活啊,23.09600,2022-09-15 20:00:50,2022-09-16 20:41:47
BV1HB4y1375U,海克斯科技,11.10600,2022-09-14 22:19:19,2022-09-16 20:41:47
BV1HB4y1375U,好的，谢谢张总！,67.74600,2022-09-14 19:09:35,2022-09-16 20:41:47
BV1HB4y1375U,发到相亲相爱一家人会被打系列,77.29200,2022-09-14 15:34:19,2022-09-16 20:41:47
BV1HB4y1375U,全都是科技与狠活啊哥们儿～～～,141.96400,2022-09-14 14:16:09,2022-09-16 20:41:47
BV1HB4y1375U,好的，下次放蘑菇哈哈哈哈哈哈,57.17100,2022-09-13 21:23:09,2022-09-16 20:41:47
BV1HB4y1375U,《稀有》,102.03300,2022-09-13 13:38:57,2022-09-16 20:41:47
BV1HB4y1375U,海克斯科技与狠活,80.29900,2022-09-13 10:41:42,2022-09-16 20:41:47
BV1HB4y1375U,管他合不合成，我都吃不起（骄傲）,8.50200,2022-09-12 20:14:48,2022-09-16 20:41:47
BV1HB4y1375U,真是科技与狠活,85.56900,2022-09-12 18:15:24,2022-09-16 20:41:47
BV1HB4y1375U,哦哦哦，我提的！,117.83900,2022-09-12 17:19:35,2022-09-16 20:41:47
BV1HB4y1375U,记仇了！！,90.89900,2022-09-12 08:34:23,2022-09-16 20:41:47
BV1HB4y1375U,《真柴实料》,81.77900,2022-09-12 07:23:41,2022-09-16 20:41:47
BV1HB4y1375U,看到这里我居然感觉听了个寂寞，我完全走神了,112.73900,2022-09-12 06:48:00,2022-09-16 20:41:47
BV1HB4y1375U,其实开水白菜就是用一堆食材熬出来的谷氨酸哈哈哈,86.90400,2022-09-12 02:37:36,2022-09-16 20:41:47
BV1HB4y1375U,快出pdd原材料购物选择,130.83900,2022-09-12 00:00:39,2022-09-16 20:41:47
BV1HB4y1375U,海克斯科技,6.33900,2022-09-11 22:54:45,2022-09-16 20:41:47
BV1HB4y1375U,都喜欢吃哈哈,151.01900,2022-09-11 22:23:20,2022-09-16 20:41:47
BV1HB4y1375U,张总啊，这一回头，便是沧海桑田了吧（？,125.69000,2022-09-11 19:26:09,2022-09-16 20:41:47
BV1HB4y1375U,我一直以为是海袋,71.97700,2022-09-11 17:59:23,2022-09-16 20:41:47
BV1HB4y1375U,《味の素》,73.21900,2022-09-11 17:57:36,2022-09-16 20:41:47
BV1HB4y1375U,《海克斯科技》,84.59400,2022-09-11 15:47:45,2022-09-16 20:41:47
BV1HB4y1375U,竟然是，菇！,59.81900,2022-09-11 14:27:29,2022-09-16 20:41:47
BV1HB4y1375U,星巴克：勿que,115.14600,2022-09-11 14:22:31,2022-09-16 20:41:47
BV1HB4y1375U,海克斯科技,92.95800,2022-09-11 13:48:44,2022-09-16 20:41:47
BV1HB4y1375U,科技，吃的全是科技,101.90900,2022-09-11 12:08:42,2022-09-16 20:41:47
BV1HB4y1375U,啊啊啊潮汕牛肉丸真的很绝,141.23000,2022-09-11 11:54:03,2022-09-16 20:41:47
BV1HB4y1375U,《张总您好》,92.34200,2022-09-11 10:32:33,2022-09-16 20:41:47
BV1HB4y1375U,给西瓜打反式脂肪酸（bushi）,35.29900,2022-09-11 09:25:28,2022-09-16 20:41:47
BV1HB4y1375U,谢谢张总，我想去看,85.86000,2022-09-11 08:43:11,2022-09-16 20:41:47
BV1HB4y1375U,都是科技与狠活啊（撇嘴）,35.61300,2022-09-11 08:02:35,2022-09-16 20:41:47
BV1HB4y1375U,海克斯科技,83.18500,2022-09-11 07:14:28,2022-09-16 20:41:47
BV1HB4y1375U,蘑菇和钠燃烧[doge],55.60700,2022-09-11 01:09:05,2022-09-16 20:41:47
BV1HB4y1375U,海克斯科技,89.20200,2022-09-11 00:24:37,2022-09-16 20:41:47
BV1HB4y1375U,《张总您好》,90.70500,2022-09-10 22:33:36,2022-09-16 20:41:47
BV1HB4y1375U,海克斯科技,147.42800,2022-09-10 22:22:54,2022-09-16 20:41:47
BV1HB4y1375U,月饼,116.93200,2022-09-10 22:18:17,2022-09-16 20:41:47
BV1HB4y1375U,忙碌了两个小时的陈师傅泡起了康师傅,81.18900,2022-09-10 22:18:02,2022-09-16 20:41:47
BV1HB4y1375U,我直接放浓汤宝,84.81700,2022-09-10 22:10:10,2022-09-16 20:41:47
BV1HB4y1375U,大鹅从鸿雁训话来的,133.58800,2022-09-10 22:09:55,2022-09-16 20:41:47
BV1HB4y1375U,大雁和鸭子是近亲,108.84000,2022-09-10 21:54:31,2022-09-16 20:41:47
BV1HB4y1375U,提前感谢张总,0.61700,2022-09-10 21:52:29,2022-09-16 20:41:47
BV1HB4y1375U,我是做生鲜的，完整的西瓜是不可能打色素加白砂糖的,27.62900,2022-09-10 21:31:12,2022-09-16 20:41:47
BV1HB4y1375U,海克斯科技,3.63900,2022-09-10 21:16:27,2022-09-16 20:41:47
BV1HB4y1375U,走捷径的优等生没朋友233,79.54900,2022-09-10 21:12:12,2022-09-16 20:41:47
BV1HB4y1375U,但是大腰子兼具味道和功能（doge,96.16500,2022-09-10 20:45:53,2022-09-16 20:41:47
BV1HB4y1375U,好饿啊,12.31700,2022-09-10 20:40:34,2022-09-16 20:41:47
BV1HB4y1375U,鲜菇粉！！！（bushi不好意思走错了,53.83700,2022-09-10 20:39:14,2022-09-16 20:41:47
BV1HB4y1375U,《鲜菇粉》doge,53.52500,2022-09-10 20:03:37,2022-09-16 20:41:47
BV1HB4y1375U,某种蘑菇（doge）,53.93900,2022-09-10 19:55:16,2022-09-16 20:41:47
BV1HB4y1375U,生物分类上大雁跟鹅好像是一家的,110.44200,2022-09-10 19:39:13,2022-09-16 20:41:47
BV1HB4y1375U,海克斯科技,137.24500,2022-09-10 19:09:48,2022-09-16 20:41:47
BV1HB4y1375U,苍蝇 （幻听）,146.45600,2022-09-10 19:05:14,2022-09-16 20:41:47
BV1HB4y1375U,感觉会很腥,111.87800,2022-09-10 18:14:28,2022-09-16 20:41:47
BV1HB4y1375U,海克斯科技,138.04000,2022-09-10 17:51:15,2022-09-16 20:41:47
BV1HB4y1375U,《星巴克》,118.15400,2022-09-10 17:49:02,2022-09-16 20:41:47
BV1HB4y1375U,好的谢谢张总,172.83200,2022-09-10 17:47:43,2022-09-16 20:41:47
BV1HB4y1375U,海克斯科技,85.22000,2022-09-10 17:44:56,2022-09-16 20:41:47
BV1HB4y1375U,《海克斯科技》（doge）,88.60700,2022-09-10 17:27:47,2022-09-16 20:41:47
BV1HB4y1375U,《星巴克》,119.14700,2022-09-10 17:25:42,2022-09-16 20:41:47
BV1HB4y1375U,海克斯科技,3.19600,2022-09-10 16:54:43,2022-09-16 20:41:47
BV1HB4y1375U,小时候觉得味精很好吃经常拿手指蘸着吃哈哈哈,50.04900,2022-09-10 16:50:13,2022-09-16 20:41:47
BV1HB4y1375U,鱼功能挺特殊的（,95.92800,2022-09-10 16:40:41,2022-09-16 20:41:47
BV1HB4y1375U,赤藓糖醇配六舅！,84.08600,2022-09-10 16:35:51,2022-09-16 20:41:47
BV1HB4y1375U,谷氨酸钠？那必须是科技狠活儿啊哈哈哈,91.28100,2022-09-10 16:20:08,2022-09-16 20:41:47
BV1HB4y1375U,不是必是（但是大概率,139.24000,2022-09-10 15:24:18,2022-09-16 20:41:47
BV1HB4y1375U,《张总您好》,89.31900,2022-09-10 14:49:09,2022-09-16 20:41:47
BV1HB4y1375U,《张总好》,7.17900,2022-09-10 14:34:12,2022-09-16 20:41:47
BV1HB4y1375U,天然香料怎么就不属于调料,90.30000,2022-09-10 14:19:35,2022-09-16 20:41:47
BV1HB4y1375U,海克斯科技,14.45700,2022-09-10 14:15:20,2022-09-16 20:41:47
BV1HB4y1375U,好吃的东西100%添加了香料,105.16400,2022-09-10 14:13:05,2022-09-16 20:41:47
BV1HB4y1375U,《梦中情瓜》,37.54300,2022-09-10 14:04:18,2022-09-16 20:41:47
BV1HB4y1375U,大雁和鹅亲缘很近的…,92.02500,2022-09-10 14:03:42,2022-09-16 20:41:47
BV1HB4y1375U,前面那个，我也在吃火锅,166.95800,2022-09-10 14:01:15,2022-09-16 20:41:47
BV1HB4y1375U,要看！！！,63.93400,2022-09-10 13:50:46,2022-09-16 20:41:47
BV1HB4y1375U,没有笔记本张总送吗(doge),7.34900,2022-09-10 13:48:59,2022-09-16 20:41:47
BV1HB4y1375U,前面的，有没有可能放的是各种天然的香料,85.59000,2022-09-10 13:14:05,2022-09-16 20:41:47
BV1HB4y1375U,海克斯科技,126.27100,2022-09-10 13:08:57,2022-09-16 20:41:47
BV1HB4y1375U,科技味纯但是味道还会有偏差，虽然一般人都吃不出来或者吃出感觉也没法判断，但那种很讲究味道的大厨就能吃出来,87.96500,2022-09-10 12:45:56,2022-09-16 20:41:47
BV1HB4y1375U,海带紫菜也有，所以煲汤特别鲜，山珍海味,52.64300,2022-09-10 12:16:32,2022-09-16 20:41:47
BV1HB4y1375U,《谷氨酸钠看着很危险》,87.39900,2022-09-10 11:09:29,2022-09-16 20:41:47
BV1HB4y1375U,好家伙，填坑视频又挖坑,126.06500,2022-09-10 09:42:05,2022-09-16 20:41:47
BV1HB4y1375U,海克斯科技,144.64400,2022-09-10 09:12:57,2022-09-16 20:41:47
BV1HB4y1375U,大家都喜欢用蘑菇熬汤,82.99300,2022-09-10 08:53:26,2022-09-16 20:41:47
BV1HB4y1375U,省流：填旧坑，挖新坑,1.31700,2022-09-10 08:20:46,2022-09-16 20:41:47
BV1HB4y1375U,MSG～～～～！,46.53500,2022-09-10 03:40:23,2022-09-16 20:41:47
BV1HB4y1375U,钠我知道，加水会爆炸,54.30300,2022-09-10 02:20:24,2022-09-16 20:41:47
BV1HB4y1375U,问题是我小时候真吃过深红色不怎么甜口感还有问题的西瓜,17.84400,2022-09-10 00:41:44,2022-09-16 20:41:47
BV1HB4y1375U,赤藓糖醇橘,67.95000,2022-09-09 23:50:30,2022-09-16 20:41:47
BV1HB4y1375U,梦回高中化学,54.00700,2022-09-09 23:07:56,2022-09-16 20:41:47
BV1HB4y1375U,哈哈哈哈小美,86.06800,2022-09-09 23:05:36,2022-09-16 20:41:47
BV1HB4y1375U,好押韵哈哈哈哈哈,25.80700,2022-09-09 23:02:18,2022-09-16 20:41:47
BV1HB4y1375U,科技狠活啊,81.29600,2022-09-09 22:52:35,2022-09-16 20:41:47
BV1HB4y1375U,但白酒的文化也是假的啊哈哈哈,125.30000,2022-09-09 22:51:34,2022-09-16 20:41:47
BV1HB4y1375U,罗杰叔叔:MSG!!!,77.68600,2022-09-09 22:34:10,2022-09-16 20:41:47
BV1HB4y1375U,如果没有，我吃两个,92.47300,2022-09-09 22:08:36,2022-09-16 20:41:47
BV1HB4y1375U,海克斯科技,160.69900,2022-09-09 21:56:09,2022-09-16 20:41:47
BV1HB4y1375U,月饼,127.59700,2022-09-09 21:48:12,2022-09-16 20:41:47
BV1HB4y1375U,《新坑》,174.86700,2022-09-09 21:44:56,2022-09-16 20:41:47
BV1HB4y1375U,张～总～好～,7.93900,2022-09-09 21:32:40,2022-09-16 20:41:47
BV1HB4y1375U,↑科技狠活啊～～～～～～～,139.36500,2022-09-09 21:31:22,2022-09-16 20:41:47
BV1HB4y1375U,MSG!FUIYOU~~~~,44.41400,2022-09-09 21:22:35,2022-09-16 20:41:47
BV1HB4y1375U,《过！！！》,9.30900,2022-09-09 21:21:46,2022-09-16 20:41:47
BV1HB4y1375U,科技与狠活,134.01900,2022-09-09 21:21:33,2022-09-16 20:41:47
BV1HB4y1375U,《放大镜》,16.11700,2022-09-09 21:19:03,2022-09-16 20:41:47
BV1HB4y1375U,《食脉》,64.40500,2022-09-09 21:12:52,2022-09-16 20:41:47
BV1HB4y1375U,几十亿斤（幻听）,144.78600,2022-09-09 21:12:15,2022-09-16 20:41:47
BV1HB4y1375U,那必须得是科技狠话啊（晃,136.32700,2022-09-09 20:55:44,2022-09-16 20:41:47
BV1HB4y1375U,都是科技狠活儿啊,70.14300,2022-09-09 20:55:31,2022-09-16 20:41:47
BV1HB4y1375U,可以给西瓜上滤镜,32.13900,2022-09-09 20:47:38,2022-09-16 20:41:47
BV1HB4y1375U,毒蘑菇也很天然,81.30100,2022-09-09 20:43:45,2022-09-16 20:41:47
BV1HB4y1375U,牛肉丸是加了冰,160.92700,2022-09-09 20:43:18,2022-09-16 20:41:47
BV1HB4y1375U,是谷氨酸跟和钠离子！！！,46.57300,2022-09-09 20:39:10,2022-09-16 20:41:47
BV1HB4y1375U,我吃过色素瓜，排出来全是红的,33.34200,2022-09-09 20:33:38,2022-09-16 20:41:47
BV1HB4y1375U,张！总！好！,0.25900,2022-09-09 20:30:55,2022-09-16 20:41:47
BV1HB4y1375U,押韵了！,27.41300,2022-09-09 20:16:45,2022-09-16 20:41:47
BV1HB4y1375U,槍粉！,131.70100,2022-09-09 20:13:32,2022-09-16 20:41:47
BV1HB4y1375U,《小罐茶》,118.91100,2022-09-09 20:12:52,2022-09-16 20:41:47
BV1HB4y1375U,我还挺好奇的,66.65500,2022-09-09 20:12:35,2022-09-16 20:41:47
BV1HB4y1375U,前面的，大鹅和大雁还真是一个物种,113.50600,2022-09-09 20:11:57,2022-09-16 20:41:47
BV1HB4y1375U,《星巴克》,116.32800,2022-09-09 20:10:10,2022-09-16 20:41:47
BV1HB4y1375U,都是科技狠活（不是）,6.01900,2022-09-09 20:01:07,2022-09-16 20:41:47
BV1HB4y1375U,《张总》,117.37800,2022-09-09 20:00:33,2022-09-16 20:41:47
BV1HB4y1375U,大家记好笔记，以后穿越异世界用得到的,56.72300,2022-09-09 19:59:57,2022-09-16 20:41:47
BV1HB4y1375U,大雁是大雁大鹅是大鹅，两个不是同一个物种啊,108.97600,2022-09-09 19:54:51,2022-09-16 20:41:47
BV1HB4y1375U,边填坑，边挖坑,67.25500,2022-09-09 19:49:57,2022-09-16 20:41:47
BV1HB4y1375U,日常挖坑（1/1）,133.55800,2022-09-09 19:49:44,2022-09-16 20:41:47
BV1HB4y1375U,张总好！！！,67.53700,2022-09-09 19:49:00,2022-09-16 20:41:47
BV1HB4y1375U,PS:在谷氨酸钠被发现前，人类为了这个东西付出了很多食材,47.26200,2022-09-09 19:48:37,2022-09-16 20:41:47
BV1HB4y1375U,低情商：挖坑     高情商：筹备新系列内容（doge,120.18700,2022-09-09 19:47:53,2022-09-16 20:41:47
BV1HB4y1375U,好家伙秒变1000+,18.44100,2022-09-09 19:47:51,2022-09-16 20:41:47
BV1HB4y1375U,二是猎奇,93.76800,2022-09-09 19:47:25,2022-09-16 20:41:47
BV1HB4y1375U,《官方玩梗，最为致命》,41.01700,2022-09-09 19:47:19,2022-09-16 20:41:47
BV1HB4y1375U,店长：你是故意找茬是吧,40.20200,2022-09-09 19:46:22,2022-09-16 20:41:47
BV1HB4y1375U,过~~,10.33500,2022-09-09 19:45:29,2022-09-16 20:41:47
BV1HB4y1375U,懂了下次放蘑菇,66.81300,2022-09-14 18:54:22,2022-09-16 20:41:47
BV1HB4y1375U,白酒,114.94600,2022-09-13 21:03:47,2022-09-16 20:41:47
BV1HB4y1375U,那必须是科技与狠活啊，哥们,127.13800,2022-09-13 20:42:12,2022-09-16 20:41:47
BV1HB4y1375U,鹅蛋吃起来感觉好腥啊,122.18900,2022-09-13 17:40:24,2022-09-16 20:41:47
BV1HB4y1375U,全是海克斯科技,11.19600,2022-09-13 14:12:09,2022-09-16 20:41:47
BV1HB4y1375U,长期食用有害健康。,59.98100,2022-09-12 23:13:58,2022-09-16 20:41:47
BV1HB4y1375U,补    肾！！！！,116.61900,2022-09-12 21:55:59,2022-09-16 20:41:47
BV1HB4y1375U,科技和狠活,165.49900,2022-09-12 17:26:30,2022-09-16 20:41:47
BV1HB4y1375U,幾十億的（幻聽）,144.77100,2022-09-12 11:14:31,2022-09-16 20:41:47
BV1HB4y1375U,主要是贵的也不一定是真的,165.26900,2022-09-12 09:16:51,2022-09-16 20:41:47
BV1HB4y1375U,海克斯,92.33900,2022-09-12 00:33:44,2022-09-16 20:41:47
BV1HB4y1375U,吃多了掉头发啊,81.66200,2022-09-11 17:54:54,2022-09-16 20:41:47
BV1HB4y1375U,挖坑不填海吉拉,64.40900,2022-09-11 13:32:49,2022-09-16 20:41:47
BV1HB4y1375U,Fuiyoh！！！,73.31100,2022-09-11 12:39:35,2022-09-16 20:41:47
BV1HB4y1375U,吃蘑菇放钠doge,74.41800,2022-09-11 12:37:55,2022-09-16 20:41:47
BV1HB4y1375U,过去大厨偷着用，谱及也大厨这没饭碗了,78.41900,2022-09-11 11:42:01,2022-09-16 20:41:47
BV1HB4y1375U,乙基麦芽酚过量一点就容易中毒，增香剂,137.11900,2022-09-11 09:29:29,2022-09-16 20:41:47
BV1HB4y1375U,其实，鹅蛋兼具上述两点…,114.29900,2022-09-10 22:55:03,2022-09-16 20:41:47
BV1HB4y1375U,(你这瓜保熟吗),37.09900,2022-09-10 21:07:49,2022-09-16 20:41:47
BV1HB4y1375U,我只知道大雁蛋比鸡蛋贵（doge）,91.07500,2022-09-10 20:29:05,2022-09-16 20:41:47
BV1HB4y1375U,冷知识:开水白菜炖的汤也是为了再简单的食材上吃出鲜味以前没味精现在就是放点味精的事,84.98800,2022-09-10 19:24:39,2022-09-16 20:41:47
BV1HB4y1375U,刚刚那个看起来真的好香（馋哭,8.98000,2022-09-10 17:24:42,2022-09-16 20:41:47
BV1HB4y1375U,MSG！Haiyai～,45.57300,2022-09-10 16:35:12,2022-09-16 20:41:47
BV1HB4y1375U,是家鹅不就是从大雁驯化来的吗哈哈，跟鹅蛋差不多啊,106.13100,2022-09-10 15:47:07,2022-09-16 20:41:47
BV1HB4y1375U,海克斯科技牛排,8.00700,2022-09-10 15:36:53,2022-09-16 20:41:47
BV1HB4y1375U,是我家哥哥下的最好吃,87.72300,2022-09-10 14:28:23,2022-09-16 20:41:47
BV1HB4y1375U,你们说单口的是不是都喜欢坑啊（恼）,2.64500,2022-09-10 12:59:04,2022-09-16 20:41:47
BV1HB4y1375U,西瓜一块两块一斤而且不像水果，打红了在里面又看不见，打色素多少有点想不开了,25.50200,2022-09-10 12:39:59,2022-09-16 20:41:47
BV1HB4y1375U,用的是玉米 我这有梅花,61.36200,2022-09-10 07:46:53,2022-09-16 20:41:47
BV1HB4y1375U,MSG～Fuiyoh～～,52.58200,2022-09-09 23:11:18,2022-09-16 20:41:47
BV1HB4y1375U,可怕的是几十块一斤的火锅丸,153.54800,2022-09-09 23:08:02,2022-09-16 20:41:47
BV1HB4y1375U,不冷不热的知识：汕头牛肉丸的牛肉含量必须达到90%以上,143.87200,2022-09-09 22:55:02,2022-09-16 20:41:47
BV1HB4y1375U,白酒,118.66000,2022-09-09 22:51:16,2022-09-16 20:41:47
BV1HB4y1375U,妹说就是0卡,70.01900,2022-09-09 22:03:34,2022-09-16 20:41:47
BV1HB4y1375U,瓜！！！！！,0.02500,2022-09-09 21:38:30,2022-09-16 20:41:47
BV1HB4y1375U,用的大豆蛋白之类的“胶水”牛排,163.14500,2022-09-09 20:18:15,2022-09-16 20:41:47
BV1HB4y1375U,科技狠活,125.75000,2022-09-09 20:08:56,2022-09-16 20:41:47
BV1HB4y1375U,好家伙这个盘子是萨莉亚,8.97900,2022-09-09 19:45:44,2022-09-16 20:41:47
BV1HB4y1375U,切一个小三角，叫开,47.08400,2022-09-16 20:29:51,2022-09-16 20:41:47
BV1HB4y1375U,我一勺三花淡奶,82.62000,2022-09-16 20:10:17,2022-09-16 20:41:47
BV1HB4y1375U,想买真的 就去买生的,169.42200,2022-09-16 18:40:19,2022-09-16 20:41:47
BV1HB4y1375U,牛排我知道有合成 西瓜不知道,6.22200,2022-09-16 18:35:09,2022-09-16 20:41:47
BV1HB4y1375U,怎么打？你这是又辟谣又造谣？,30.78200,2022-09-16 14:05:43,2022-09-16 20:41:47
BV1HB4y1375U,玉米,59.31900,2022-09-16 12:53:21,2022-09-16 20:41:47
BV1HB4y1375U,真材实料,84.31800,2022-09-16 08:44:07,2022-09-16 20:41:47
BV1HB4y1375U,人虽是父母造的，但也是用的天然规则，为何吃非天然食品？,79.16000,2022-09-16 01:56:33,2022-09-16 20:41:47
BV1HB4y1375U,往种西瓜的土里打色素呢,25.07800,2022-09-16 01:24:48,2022-09-16 20:41:47
BV1HB4y1375U,潮州人表示低于60圆的牛肉丸都是勾兑的……,159.37400,2022-09-16 00:09:36,2022-09-16 20:41:47
BV1HB4y1375U,那必是科技狠活儿啊哥们儿～,7.57100,2022-09-15 20:40:04,2022-09-16 20:41:47
BV1HB4y1375U,遇事不决赤藓糖醇,69.26400,2022-09-15 19:43:40,2022-09-16 20:41:47
BV1HB4y1375U,有一说一，真材实料还得看广东，,86.65900,2022-09-15 18:54:38,2022-09-16 20:41:47
BV1HB4y1375U,爱粉……,43.96400,2022-09-15 18:47:35,2022-09-16 20:41:47
BV1HB4y1375U,msg,49.32100,2022-09-15 17:37:30,2022-09-16 20:41:47
BV1HB4y1375U,我的天啊,4.29900,2022-09-15 16:21:49,2022-09-16 20:41:47
BV1HB4y1375U,《宫廷菜》,119.96500,2022-09-15 14:35:56,2022-09-16 20:41:47
BV1HB4y1375U,《中国传统美食》,119.12500,2022-09-15 14:35:44,2022-09-16 20:41:47
BV1HB4y1375U,记得带刀,53.08300,2022-09-15 13:31:51,2022-09-16 20:41:47
BV1HB4y1375U,Glu,51.12700,2022-09-15 13:30:34,2022-09-16 20:41:47
BV1HB4y1375U,高低整个文化仙人,112.65900,2022-09-15 13:22:26,2022-09-16 20:41:47
BV1HB4y1375U,我吃鸡蛋牛奶倒是因为觉得好吃...,100.63200,2022-09-15 12:34:37,2022-09-16 20:41:47
BV1HB4y1375U,瓜摊老板: 你爱要不要吧,39.67200,2022-09-15 11:12:36,2022-09-16 20:41:47
BV1HB4y1375U,味精是被卖鸡精的厂家黑的，没有那么不健康,69.77900,2022-09-15 09:31:05,2022-09-16 20:41:47
BV1HB4y1375U,关谷神奇：这我熟，爱粉,62.82100,2022-09-15 09:30:48,2022-09-16 20:41:47
BV1HB4y1375U,1908年，日本科学家池田菊苗从海带里提取了谷氨酸，发现谷氨酸的钠盐具有鲜味，破解了鲜味的秘密，从此之后，无数大厨熬煮几小时的汤品鲜味就比不上家庭主妇放下去的一勺味精了,44.24300,2022-09-15 09:26:35,2022-09-16 20:41:47
BV1HB4y1375U,《非遗》,115.26400,2022-09-15 08:24:25,2022-09-16 20:41:47
BV1HB4y1375U,没有这个市场，是市场上买不到纯肉的。,150.41000,2022-09-15 08:20:50,2022-09-16 20:41:47
BV1HB4y1375U,大雁/灰雁→鹅蛋,104.53300,2022-09-15 07:47:19,2022-09-16 20:41:47
BV1HB4y1375U,这里比抖音好多了，抖音250真的多,28.63900,2022-09-15 02:57:27,2022-09-16 20:41:47
BV1HB4y1375U,正常？显然中间被带过一波节奏,74.18500,2022-09-14 23:55:38,2022-09-16 20:41:47
BV1HB4y1375U,因为质疑是卖鸡精的提出来的,74.09900,2022-09-14 23:47:27,2022-09-16 20:41:47
BV1HB4y1375U,为什么我看到的字幕是反的,16.11100,2022-09-14 23:47:24,2022-09-16 20:41:47
BV1HB4y1375U,谷氨酸钠其实在食物中一直就有吃到，只是提取出来是近代的工艺,94.23400,2022-09-14 21:20:38,2022-09-16 20:41:47
BV1HB4y1375U,可是味精真的好吃,84.45900,2022-09-14 21:20:30,2022-09-16 20:41:47
BV1HB4y1375U,对对对,52.97900,2022-09-14 21:15:33,2022-09-16 20:41:47
BV1HB4y1375U,有一部分人不吃味精，但是吃味极鲜，也吃鸡精，就很有趣。,44.95900,2022-09-14 21:14:23,2022-09-16 20:41:47
BV1HB4y1375U,毕竟古柯也能提取……,68.70900,2022-09-14 20:57:22,2022-09-16 20:41:47
BV1HB4y1375U,盐天然但很不健康，味精比盐好得多,83.13200,2022-09-14 20:43:45,2022-09-16 20:41:47
BV1HB4y1375U,“味精不健康”“鸡蛋提高胆固醇”国内最典型两大谣言,56.92000,2022-09-14 20:42:54,2022-09-16 20:41:47
BV1HB4y1375U,味精比盐健康多了，多放味精可以少放盐,49.57600,2022-09-14 20:42:10,2022-09-16 20:41:47
